hhid,hhsize,familysize1,familysize2,familysize3,familysize4,familysize5,s1q2,s1q5,s6q1,s6q2,s6q3,s6q4,s6q5,s6q6,s6q7,s6q8,s6q9,s6q11,s6q13,s6q14,s7q1,s7q2,s7q3,s7q4,s7q5,s7q6,s7q7,s7q8,s7q9,s7q10,s7q11,s7q12,s7q13,s7q14,s7q15,s7q16,s7q17,s7q18,s7q19,s7q20,s8q1,s8q2,s8q3,s8q4,s8q4_1,s8q4_2,s8q4_3,s8q5,s8q6,s9q1,s10q1,s10q2,s10q3,s10q4,s10q5,s10q6,s10q7,s10q8,s10q9,s11q1,s11q1_a,s11q2,s11q2_a,s11q3,s11q3_a,s11q4,s11q4_a,s11q5,s11q5_a,s11q6,s11q6_a,s11q7,s11q7_a,s11q8,s11q8_a,s11q9,s11q9_a,s11q10,s11q10_a,crowdindex_room,improved_water,improved_sanitation,LCS_index,asset_idx,hh_fcon,hh_nfcon,hh_con,hh_con2011,hh_con2011_pd,pline_ipl,poorIPL,pgi,spg,weight,popweight
"3602",12,5,7,0,0,0,"Village 1","Yes",2,2,"Carpet","Corrugated iron sheets","Stone with lime / cement","Public tap / Stand pipe","No","Composting toilet","No","None","No",0,"No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Agree","Neither agree nor disagree","Agree","Agree","Agree","Disagree","Neither agree nor disagree","Disagree","Yes","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","Yes",,"No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","More than 4 Individuals Per Room","Improved drinking water","unimproved sanitation","Stress",-.75861347,1220.4825,436.35504,1656.8376,29.319262,.96392089,1.9,"Poor",.50192851,.25193223,5.5571685,66.68602
"3610",4,4,0,0,0,0,"Village 1","Yes",1,1,"Earth / Sand","Corrugated iron sheets","Plastic or tent material","Public tap / Stand pipe","No","No facility / Bush / Field",,"None","No",0,"No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Strongly agree","Agree","Strongly agree","Agree","Agree","Disagree","Strongly agree","Strongly agree","No","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","More than 4 Individuals Per Room","Improved drinking water","unimproved sanitation","Food Secure",-1.2295018,1951.0302,241.70741,2192.7375,38.802502,1.2756987,1.9,"Poor",.33376312,.11139783,5.5571685,22.228674
"3613",3,3,0,0,0,0,"Village 1","Yes",1,1,"Earth / Sand","Corrugated iron sheets","Plastic or tent material","Public tap / Stand pipe","Yes","Pit latrine with slab","Yes","Solar Energy","No",0,"No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","Yes","No","No","No","Disagree","Disagree","Agree","Agree","Agree","Strongly agree","Agree","Agree","Yes","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","Not applicable","Yes",,"No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","2 - 4 Individuals Per Room","Improved drinking water","improved sanitation","Stress",-1.2295018,3540.998,216.71461,3757.7126,66.49617,2.1861753,1.9,"Non-poor",0,0,5.5571685,16.671505
"3617",7,7,0,0,0,0,"Village 1","Yes",1,1,"Earth / Sand","Corrugated iron sheets","Plastic or tent material","Public tap / Stand pipe","Yes","No facility / Bush / Field",,"None","No",0,"No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Agree","Neither agree nor disagree","Neither agree nor disagree","Disagree","Neither agree nor disagree","Disagree","Neither agree nor disagree","Neither agree nor disagree","No","No","No, because it wasn't necessary.","Yes",,"No","No, because it wasn't necessary.","Yes",,"Yes",,"No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","Yes",,"No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","More than 4 Individuals Per Room","Improved drinking water","unimproved sanitation","Crisis",-1.1687984,4179.4907,488.02408,4667.5146,82.595955,2.7154834,1.9,"Non-poor",0,0,5.5571685,38.900181
"3620",4,4,0,0,0,0,"Village 1","Yes",1,1,"Earth / Sand","Corrugated iron sheets","Plastic or tent material","Public tap / Stand pipe","Yes","Flush to pit latrine","No","Battery lamp/Torch/Phone","No",0,"No","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","Yes","No","No","No","Agree","Agree","Disagree","Agree","Disagree","Disagree","Strongly agree","Strongly agree","No","No","No, because it wasn't necessary.","No","Not applicable","No","No, because it wasn't necessary.","Yes",,"Yes",,"No","Not applicable","No","Not applicable","No","No, because it wasn't necessary.","No","Not applicable","No","Not applicable","More than 4 Individuals Per Room","Improved drinking water","improved sanitation","Stress",-.32528171,2073.6147,739.69672,2813.3115,49.784126,1.6367384,1.9,"Poor",.33934924,.11515791,5.5571685,22.228674
"3623",4,4,0,0,0,0,"Village 1","Yes",1,1,"Earth / Sand","Corrugated iron sheets","Stone with lime / cement","Public tap / Stand pipe","Yes","No facility / Bush / Field",,"Battery lamp/Torch/Phone","No",0,"No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Agree","Agree","Disagree","Disagree","Agree","Neither agree nor disagree","Strongly agree","Agree","No","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","More than 4 Individuals Per Room","Improved drinking water","unimproved sanitation","Food Secure",-.87213391,5611.2734,1026.5538,6637.8271,117.46243,3.8617787,1.9,"Non-poor",0,0,5.5571685,22.228674
"3646",1,1,0,0,0,0,"Village 1","Yes",1,1,"Earth / Sand","Corrugated iron sheets","Plastic or tent material","Public tap / Stand pipe","Yes","No facility / Bush / Field",,"Battery lamp/Torch/Phone","No",0,"No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Strongly agree","Agree","Agree","Agree","Strongly agree","Agree","Agree","Agree","Yes","Yes",,"No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","Not applicable","No","No, because I did not have this asset to sell.","No","Not applicable","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","1 - 2 Individuals Per Room","Improved drinking water","unimproved sanitation","Stress",-.87213391,13692.531,1461.0022,15153.533,268.15567,8.8160763,1.9,"Non-poor",0,0,5.5571685,5.5571685
"3650",7,6,1,0,0,0,"Village 1","Yes",2,2,"Earth / Sand","Corrugated iron sheets","Stone with lime / cement","Piped into plot / yard","No","No facility / Bush / Field",,"Fire","No",0,"No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","No","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","2 - 4 Individuals Per Room","Improved drinking water","unimproved sanitation","Food Secure",-1.2295018,3093.2136,501.11743,3594.3311,63.60498,2.0911226,1.9,"Non-poor",.00282404,7.975e-06,5.5571685,38.900181
"3657",1,1,0,0,0,0,"Village 1","Yes",1,1,"Cement","Tin Cans","Stone with lime / cement","Public tap / Stand pipe","No","No facility / Bush / Field","Yes","None","No",0,"No","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","Yes","No","No","Yes","No","No","No","Agree","Agree","Agree","Disagree","Strongly agree","Agree","Agree","Agree","Yes","No","No, because I did not have this asset to sell.","Yes",,"No","No, because I did not have this asset to sell.","Yes",,"No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","Not applicable","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","1 - 2 Individuals Per Room","Improved drinking water","unimproved sanitation","Crisis",1.1113642,24484.961,3469.8652,27954.826,494.68628,16.263659,1.9,"Non-poor",0,0,5.5571685,5.5571685
"3666",11,11,0,0,0,0,"Village 1","Yes",1,1,"Earth / Sand","Corrugated iron sheets","Stone with lime / cement","Public tap / Stand pipe","Yes","Pit latrine with slab","Yes","Battery lamp/Torch/Phone","No",0,"No","No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","Yes","No","Yes","No","No","No","No","No","No","Yes","No","No","Yes","No","No",,"Strongly agree","Neither agree nor disagree","Strongly agree","Strongly agree","Strongly agree","Neither agree nor disagree","Agree","Strongly agree","Yes","No","No, because it wasn't necessary.","No","Not applicable","No","No, because it wasn't necessary.","Yes",,"Yes",,"No","No, because it wasn't necessary.","No","Not applicable","No","Not applicable","No","Not applicable","No","Not applicable","More than 4 Individuals Per Room","Improved drinking water","improved sanitation","Stress",1.283141,2838.1843,337.1716,3175.356,56.190834,1.8473699,1.9,"Poor",.05660733,.00320439,5.5571685,61.128853
"3668",3,3,0,0,0,0,"Village 1","Yes",1,1,"Finished floor parquet or polished wood","Corrugated iron sheets","Turkana Stone","Public tap / Stand pipe","No","Ventilated Improved Pit latrine (VIP)","Yes","None","No",0,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"Neither agree nor disagree","Neither agree nor disagree","Disagree","Disagree","Disagree","Disagree","Neither agree nor disagree","Neither agree nor disagree","No","No","Not applicable","No","Not applicable","No","Not applicable","No","No, because it wasn't necessary.","No","Not applicable","No","No, because it wasn't necessary.","Yes",,"No","Not applicable","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","2 - 4 Individuals Per Room","Improved drinking water","improved sanitation","Crisis",-1.5812831,1098.833,404.47656,1503.3096,26.602442,.87460083,1.9,"Poor",.57056606,.32554564,5.5571685,16.671505
"3672",1,1,0,0,0,0,"Village 1","Yes",1,1,"Earth / Sand","Corrugated iron sheets","Turkana Stone","Public tap / Stand pipe","Yes","Pit latrine with slab","No","None","No",0,"No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Agree","Disagree","Disagree","Disagree","Agree","Disagree","Agree","Agree","No","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","1 - 2 Individuals Per Room","Improved drinking water","improved sanitation","Food Secure",.29149094,,,,,,,,,,5.5571685,5.5571685
"3691",6,6,0,0,0,0,"Village 1","Yes",1,1,"Earth / Sand","Corrugated iron sheets","Turkana Stone","Public tap / Stand pipe","Yes","No facility / Bush / Field",,"Solar Energy","No",0,"No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Agree","Neither agree nor disagree","Agree","Agree","Agree","Agree","Agree","Agree","Yes","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","Yes",,"No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","Not applicable","More than 4 Individuals Per Room","Improved drinking water","unimproved sanitation","Stress",-.53117871,3792.7952,87.976547,3880.7717,68.673813,2.2577691,1.9,"Non-poor",0,0,5.5571685,33.34301
"3701",10,10,0,0,0,0,"Village 1","Yes",1,1,"Earth / Sand","Corrugated iron sheets","Plastic or tent material","Public tap / Stand pipe","No","No facility / Bush / Field",,"None","No",0,"No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Yes","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","Yes",,"No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","More than 4 Individuals Per Room","Improved drinking water","unimproved sanitation","Stress",-1.2295018,3733.498,944.6861,4678.1841,82.78476,2.7216907,1.9,"Non-poor",0,0,5.5571685,55.571686
